Equipment_ID,Date,Maintenance_Type,Issue_Description,Target
Equipment_2,2023-06-23,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-01-17,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-10-08,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2023-09-03,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-09-23,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2023-04-16,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_1,2023-03-09,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-07-13,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-06-17,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2022-12-20,Corrective Maintenance,Sensor Failure,Failure
Equipment_1,2023-05-03,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-08-20,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2023-06-03,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_3,2022-12-10,Preventive Maintenance,Vibration Issue,Failure
Equipment_3,2023-07-11,Scheduled Inspection,Sensor Failure,Failure
Equipment_3,2023-07-17,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-08-16,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_2,2022-11-29,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-05-10,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2023-06-14,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-02-28,Preventive Maintenance,Normal Maintenance,Failure
Equipment_2,2023-02-08,Corrective Maintenance,Normal Maintenance,Failure
Equipment_2,2023-07-30,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-06-03,Scheduled Inspection,Sensor Failure,Failure
Equipment_2,2023-08-21,Corrective Maintenance,Normal Maintenance,Failure
Equipment_2,2022-10-25,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2023-08-25,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_3,2022-12-28,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-08-03,Corrective Maintenance,Vibration Issue,Failure
Equipment_3,2023-08-19,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2023-05-29,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_2,2022-11-25,Scheduled Inspection,Sensor Failure,Failure
Equipment_3,2023-05-07,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-04-05,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_2,2023-02-28,Scheduled Inspection,Wear and Tear,Failure
Equipment_1,2022-12-19,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2023-09-04,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2023-10-08,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-04-15,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2022-11-06,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_3,2023-03-02,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2022-12-31,Scheduled Inspection,Normal Maintenance,Failure
Equipment_3,2022-10-26,Preventive Maintenance,Sensor Failure,Failure
Equipment_1,2023-02-28,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-02-24,Preventive Maintenance,Normal Maintenance,Failure
Equipment_3,2022-11-29,Corrective Maintenance,Sensor Failure,Failure
Equipment_2,2023-07-19,Preventive Maintenance,Sensor Failure,Failure
Equipment_3,2023-06-08,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2023-08-13,Preventive Maintenance,Sensor Failure,Failure
Equipment_1,2023-02-26,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_1,2022-11-06,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-03-04,Scheduled Inspection,Wear and Tear,Failure
Equipment_2,2022-11-02,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-01-10,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2023-01-02,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-08-30,Preventive Maintenance,Normal Maintenance,Failure
Equipment_2,2022-10-19,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2023-01-08,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_2,2023-03-29,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_3,2023-07-29,Preventive Maintenance,Normal Maintenance,Failure
Equipment_3,2023-05-03,Corrective Maintenance,Sensor Failure,Failure
Equipment_2,2023-06-23,Scheduled Inspection,Normal Maintenance,Failure
Equipment_1,2023-05-04,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2022-12-21,Corrective Maintenance,Vibration Issue,Failure
Equipment_2,2023-05-02,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-04-18,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_2,2023-06-27,Corrective Maintenance,Wear and Tear,Failure
Equipment_3,2023-09-19,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-06-21,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-04-22,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-01-28,Preventive Maintenance,Wear and Tear,Failure
Equipment_3,2023-07-09,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2023-06-27,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2023-06-29,Preventive Maintenance,Vibration Issue,Failure
Equipment_2,2023-05-05,Preventive Maintenance,Sensor Failure,Failure
Equipment_1,2023-03-24,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_1,2023-04-03,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_2,2023-08-11,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_2,2023-03-17,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_3,2023-07-11,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2023-03-19,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-10-07,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_3,2022-12-30,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-04-22,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-08-13,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-02-21,Preventive Maintenance,Normal Maintenance,Failure
Equipment_2,2023-05-11,Corrective Maintenance,Normal Maintenance,Failure
Equipment_3,2023-08-22,Corrective Maintenance,Wear and Tear,Failure
Equipment_3,2023-07-24,Corrective Maintenance,Normal Maintenance,Failure
Equipment_1,2022-11-14,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-07-12,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-07-21,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-02-13,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-10-14,Preventive Maintenance,Wear and Tear,Failure
Equipment_1,2023-01-27,Preventive Maintenance,Normal Maintenance,Failure
Equipment_3,2022-12-21,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2022-10-24,Preventive Maintenance,Sensor Failure,Failure
Equipment_2,2023-03-26,Corrective Maintenance,Normal Maintenance,Failure
Equipment_3,2023-08-19,Corrective Maintenance,Sensor Failure,Failure
Equipment_2,2023-07-24,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_3,2022-12-26,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2023-08-08,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-02-24,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_3,2022-11-19,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_3,2022-12-29,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_1,2023-07-24,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-06-06,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_3,2023-06-02,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-06-04,Preventive Maintenance,Wear and Tear,Failure
Equipment_1,2023-01-06,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-05-21,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_1,2023-06-27,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_2,2023-08-13,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2022-11-20,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-03-15,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-03-22,Preventive Maintenance,Sensor Failure,Failure
Equipment_1,2023-02-26,Preventive Maintenance,Wear and Tear,Failure
Equipment_1,2023-04-30,Preventive Maintenance,Wear and Tear,Failure
Equipment_2,2023-09-11,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2023-10-12,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-06-24,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_1,2022-10-24,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2023-02-16,Corrective Maintenance,Normal Maintenance,Failure
Equipment_2,2023-08-15,Corrective Maintenance,Sensor Failure,Failure
Equipment_2,2023-01-25,Scheduled Inspection,Vibration Issue,Failure
Equipment_3,2023-05-20,Preventive Maintenance,Normal Maintenance,Failure
Equipment_1,2023-03-25,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-07-23,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-09-04,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_1,2023-09-27,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-09-20,Scheduled Inspection,Normal Maintenance,Failure
Equipment_3,2023-09-29,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-01-22,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2022-12-25,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-09-03,Preventive Maintenance,Wear and Tear,Failure
Equipment_1,2023-08-22,Preventive Maintenance,Wear and Tear,Failure
Equipment_3,2023-03-15,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2023-07-19,Preventive Maintenance,Sensor Failure,Failure
Equipment_3,2023-05-24,Preventive Maintenance,Wear and Tear,Failure
Equipment_3,2022-12-04,Corrective Maintenance,Normal Maintenance,Failure
Equipment_1,2022-10-25,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2023-02-05,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-04-12,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-03-14,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-10-07,Scheduled Inspection,Vibration Issue,Failure
Equipment_3,2023-03-27,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2023-04-23,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-07-16,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2023-01-20,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-09-14,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-07-07,Scheduled Inspection,Sensor Failure,Failure
Equipment_2,2022-12-28,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2023-09-05,Preventive Maintenance,Sensor Failure,Failure
Equipment_2,2022-11-04,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2022-11-01,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-03-27,Preventive Maintenance,Normal Maintenance,Failure
Equipment_2,2022-10-27,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_3,2022-11-26,Preventive Maintenance,Sensor Failure,Failure
Equipment_1,2023-03-02,Scheduled Inspection,Normal Maintenance,Failure
Equipment_1,2023-09-30,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-02-22,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-01-28,Corrective Maintenance,Vibration Issue,Failure
Equipment_2,2023-07-11,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-07-14,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2023-03-01,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2022-12-16,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2023-07-14,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-01-14,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-03-13,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-01-17,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-06-30,Scheduled Inspection,Wear and Tear,Failure
Equipment_2,2023-07-09,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-03-28,Scheduled Inspection,Sensor Failure,Failure
Equipment_2,2022-10-26,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_1,2022-12-01,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-01-20,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_2,2022-11-17,Scheduled Inspection,Vibration Issue,Failure
Equipment_1,2023-06-19,Preventive Maintenance,Normal Maintenance,Failure
Equipment_2,2023-04-15,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2022-12-07,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_3,2023-04-19,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_1,2022-11-01,Corrective Maintenance,Wear and Tear,Failure
Equipment_3,2023-07-01,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_2,2023-05-20,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2022-12-06,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2023-03-22,Corrective Maintenance,Vibration Issue,Failure
Equipment_3,2023-06-03,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-07-06,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_2,2022-11-18,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2023-04-11,Preventive Maintenance,Wear and Tear,Failure
Equipment_1,2022-10-30,Scheduled Inspection,Sensor Failure,Failure
Equipment_2,2023-01-25,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_2,2022-11-25,Corrective Maintenance,Normal Maintenance,Failure
Equipment_3,2022-12-17,Corrective Maintenance,Vibration Issue,Failure
Equipment_2,2023-09-01,Preventive Maintenance,Sensor Failure,Failure
Equipment_3,2023-06-28,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-04-07,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-01-10,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-06-27,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2022-12-03,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-09-05,Preventive Maintenance,Normal Maintenance,Failure
Equipment_2,2023-02-07,Scheduled Inspection,Vibration Issue,Failure
Equipment_3,2022-10-29,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-03-22,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2022-10-30,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-05-17,Preventive Maintenance,Normal Maintenance,Failure
Equipment_1,2023-08-02,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_2,2022-12-28,Preventive Maintenance,Vibration Issue,Failure
Equipment_3,2023-05-22,Scheduled Inspection,Sensor Failure,Failure
Equipment_2,2023-04-14,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-01-18,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_1,2023-06-24,Preventive Maintenance,Vibration Issue,Failure
Equipment_2,2023-08-25,Corrective Maintenance,Normal Maintenance,Failure
Equipment_1,2023-03-07,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-10-13,Corrective Maintenance,Vibration Issue,Failure
Equipment_3,2023-03-15,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_3,2022-12-10,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_3,2022-12-25,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2023-09-08,Preventive Maintenance,Normal Maintenance,Failure
Equipment_1,2023-01-17,Scheduled Inspection,Vibration Issue,Failure
Equipment_1,2022-12-02,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_1,2022-12-10,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_2,2023-10-01,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-09-30,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-08-31,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2023-08-19,Corrective Maintenance,Sensor Failure,Failure
Equipment_1,2023-09-13,Preventive Maintenance,Vibration Issue,Failure
Equipment_3,2022-12-24,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_2,2023-06-20,Corrective Maintenance,Vibration Issue,Failure
Equipment_2,2022-12-28,Scheduled Inspection,Sensor Failure,Failure
Equipment_3,2023-06-26,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-01-15,Preventive Maintenance,Sensor Failure,Failure
Equipment_1,2023-08-12,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2023-04-03,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-09-04,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2023-09-12,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2022-12-16,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-01-10,Corrective Maintenance,Normal Maintenance,Failure
Equipment_1,2023-07-09,Preventive Maintenance,Wear and Tear,Failure
Equipment_2,2023-05-01,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-03-05,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-03-10,Corrective Maintenance,Normal Maintenance,Failure
Equipment_1,2023-06-02,Preventive Maintenance,Sensor Failure,Failure
Equipment_3,2022-11-27,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-02-15,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-09-19,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-06-30,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_1,2022-11-07,Scheduled Inspection,Vibration Issue,Failure
Equipment_3,2022-12-18,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-03-20,Scheduled Inspection,Normal Maintenance,Failure
Equipment_1,2022-11-04,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-04-06,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-09-09,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_1,2022-10-31,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_1,2022-10-27,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2022-11-25,Scheduled Inspection,Wear and Tear,Failure
Equipment_1,2023-03-24,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2023-01-25,Preventive Maintenance,Sensor Failure,Failure
Equipment_2,2023-06-18,Scheduled Inspection,Vibration Issue,Failure
Equipment_2,2023-03-07,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_3,2022-12-21,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2023-04-30,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-06-19,Scheduled Inspection,Wear and Tear,Failure
Equipment_1,2022-11-04,Preventive Maintenance,Wear and Tear,Failure
Equipment_2,2023-08-27,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_1,2023-08-29,Corrective Maintenance,Normal Maintenance,Failure
Equipment_3,2023-04-19,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2023-08-04,Scheduled Inspection,Wear and Tear,Failure
Equipment_2,2023-10-03,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-02-14,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-08-14,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-08-21,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_3,2022-12-02,Corrective Maintenance,Sensor Failure,Failure
Equipment_1,2023-07-20,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-02-24,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-10-08,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2022-10-21,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-02-19,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2023-08-25,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_2,2022-12-28,Preventive Maintenance,Normal Maintenance,Failure
Equipment_3,2023-06-16,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2023-04-07,Corrective Maintenance,Sensor Failure,Failure
Equipment_1,2023-02-26,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2023-01-18,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_3,2022-11-09,Scheduled Inspection,Vibration Issue,Failure
Equipment_1,2022-11-28,Corrective Maintenance,Sensor Failure,Failure
Equipment_1,2023-06-08,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2023-08-16,Scheduled Inspection,Sensor Failure,Failure
Equipment_3,2023-06-20,Scheduled Inspection,Normal Maintenance,Failure
Equipment_3,2023-07-12,Corrective Maintenance,Vibration Issue,Failure
Equipment_1,2023-04-13,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_1,2023-02-25,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-10-12,Scheduled Inspection,Vibration Issue,Failure
Equipment_1,2023-07-20,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-05-26,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2023-02-11,Preventive Maintenance,Normal Maintenance,Failure
Equipment_1,2022-10-24,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_2,2022-11-05,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2022-11-01,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_1,2023-08-23,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-09-25,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-06-30,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_1,2023-01-12,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_1,2023-08-12,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2023-02-17,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-10-02,Preventive Maintenance,Sensor Failure,Failure
Equipment_3,2023-02-24,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_2,2023-08-10,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_1,2022-11-29,Preventive Maintenance,Normal Maintenance,Failure
Equipment_2,2023-06-24,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-09-06,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-05-11,Scheduled Inspection,Wear and Tear,Failure
Equipment_1,2023-06-01,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-06-08,Corrective Maintenance,Vibration Issue,Failure
Equipment_3,2023-05-21,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-05-14,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-03-25,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2023-03-15,Preventive Maintenance,Vibration Issue,Failure
Equipment_2,2023-07-01,Preventive Maintenance,Wear and Tear,Failure
Equipment_1,2022-12-03,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2023-07-30,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2023-02-12,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-07-06,Preventive Maintenance,Wear and Tear,Failure
Equipment_3,2023-10-04,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-06-08,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_2,2023-05-15,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_2,2023-02-16,Scheduled Inspection,Wear and Tear,Failure
Equipment_2,2022-12-31,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_1,2022-11-30,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2022-11-15,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_1,2022-12-20,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_2,2022-11-26,Scheduled Inspection,Sensor Failure,Failure
Equipment_3,2023-09-20,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2023-09-03,Scheduled Inspection,Vibration Issue,Failure
Equipment_1,2023-07-19,Scheduled Inspection,Sensor Failure,Failure
Equipment_2,2023-08-10,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2023-05-22,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2023-01-17,Preventive Maintenance,Normal Maintenance,Failure
Equipment_1,2023-07-30,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2022-12-24,Scheduled Inspection,Wear and Tear,Failure
Equipment_2,2023-07-02,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-02-08,Preventive Maintenance,Wear and Tear,Failure
Equipment_2,2023-09-04,Scheduled Inspection,Wear and Tear,Failure
Equipment_1,2023-04-11,Preventive Maintenance,Normal Maintenance,Failure
Equipment_1,2023-03-12,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2023-03-22,Corrective Maintenance,Normal Maintenance,Failure
Equipment_2,2023-06-11,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-02-16,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2022-12-04,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2023-04-14,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-07-25,Preventive Maintenance,Wear and Tear,Failure
Equipment_3,2022-11-07,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-01-16,Preventive Maintenance,Sensor Failure,Failure
Equipment_3,2022-11-05,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-07-11,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_1,2022-11-18,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-09-04,Scheduled Inspection,Sensor Failure,Failure
Equipment_3,2023-05-02,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_2,2022-12-13,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_3,2023-03-26,Preventive Maintenance,Normal Maintenance,Failure
Equipment_3,2023-07-30,Scheduled Inspection,Vibration Issue,Failure
Equipment_2,2023-01-31,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2023-08-26,Preventive Maintenance,Wear and Tear,Failure
Equipment_3,2023-01-05,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2023-06-01,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2022-12-03,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-03-15,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2023-05-19,Preventive Maintenance,Vibration Issue,Failure
Equipment_2,2023-04-22,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2023-07-18,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-01-03,Preventive Maintenance,Normal Maintenance,Failure
Equipment_2,2023-03-13,Corrective Maintenance,Vibration Issue,Failure
Equipment_3,2022-12-16,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-08-31,Corrective Maintenance,Vibration Issue,Maintenance
